node_id	id	name	score	valid	description
1739	A02258	Los Titanes	0.481621471	1	Los Titanes.
1740	A02260	Whitney Cummings	0.22873031	1	Whitney Cummings.
1741	A02264	Nando Lauria	0.46258544	1	Nando Lauria.
1742	A02267	Danny Wright	0.490897988	1	Danny Wright.
1743	A02268	Leon Russel	0.634226963	1	Leon Russel.
1744	A02269	Ross	0.584633791	1	Ross.
1745	A02270	Oak Ridge Boys	0.546361173	1	Oak Ridge Boys.
1746	A02271	Kerson	0.512961516	1	Kerson.
1747	A02272	JoAPSo Gilberto / Gilberto Gil / Caetano Veloso	0.645192339	1	JoAPSo Gilberto / Gilberto Gil / Caetano Veloso.
1748	A02273	Army of the Pharoahs	0.55790504	1	Army of the Pharoahs.
1749	A02274	Jean Gabin	0.406467437	1	Jean Gabin.
1750	A02275	The Beatles	0.840409662	1	The Beatles.
1751	A02276	Streetwize	0.419312641	1	Streetwize.
1752	A02277	Cheo Feliciano	0.577612661	1	Cheo Feliciano.
1753	A02278	Screamin' Jay Hawkins	0.719492291	1	Screamin' Jay Hawkins.
1754	A02280	A-Studio	0.440158294	1	A-Studio.
1755	A02282	Bellatrax feat. Tina Cousins	0.566194114	1	Bellatrax feat. Tina Cousins.
1756	A02283	Forensics	0.480193668	1	Forensics.
1757	A02285	Bobby Capo	0.31927301	1	Bobby Capo.
1758	A02286	Sandy Posey	0.495518893	1	Sandy Posey.
1759	A02290	Kathleen Madigan	0.47986468	1	Kathleen Madigan.
1760	A02292	Radney Foster	0.585179121	1	Radney Foster.
1761	A02294	A Challenge Of Honour	0.503972264	1	A Challenge Of Honour.
1762	A02296	Ed Calle	0.40156681	1	Ed Calle.
1763	A02297	Johnny Keating & All Stars	0.39569381	1	Johnny Keating & All Stars.
1764	A02298	Boards of Canada	0.738039725	1	Boards of Canada.
1765	A02299	MU330	0.599662426	1	MU330.
1766	A02301	Ed Ames	0.471682686	1	Ed Ames.
1767	A02304	Ron Goodwin	0.444677871	1	Ron Goodwin.
1768	A02305	George Nooks	0.563748627	1	George Nooks.
1769	A02308	Bela Fleck And The Flecktones	0.566532654	1	Bela Fleck And The Flecktones.
1770	A02309	P.o.d	0.859873312	1	P.o.d.
1771	A02314	Linkin Park	0.887386081	1	Linkin Park.
1772	A02318	The Roots	0.862795414	1	The Roots.
1773	A02319	The Flies	0.541745664	1	The Flies.
1774	A02320	EPMD	0.315684874	1	EPMD.
1775	A02321	Bruce BecVar	0.471212607	1	Bruce BecVar.
1776	A02323	Deborah Coleman	0.48307464	1	Deborah Coleman.
1777	A02325	Time Factory	0.411190826	1	Time Factory.
1778	A02328	Los AutA(c)nticos Decadentes	0.610330728	1	Los AutA(c)nticos Decadentes.
1779	A02330	Deathstar	0.481194126	1	Deathstar.
1780	A02332	Mindy McCready	0.679292184	1	Mindy McCready.
1781	A02336	Bobby Russell	0.410511251	1	Bobby Russell.
1782	A02337	Lisa Lisa & Cult Jam (featuring Full Force)	0.522693398	1	Lisa Lisa & Cult Jam (featuring Full Force).
1783	A02338	Sugarman Three	0.505845179	1	Sugarman Three.
1784	A02340	Gisele MacKenzie	0.38228069	1	Gisele MacKenzie.
1785	A02341	Faking David	0.42609095	1	Faking David.
1786	A02342	Eric Burdon	0.601069052	1	Eric Burdon.
1787	A02346	Bukka White	0.572470888	1	Bukka White.
1788	A02347	Foxy Brown / Total	0.687687486	1	Foxy Brown / Total.
1789	A02348	:Blacks On :Blondes	0.472428735	1	:Blacks On :Blondes.
1790	A02349	David Gilmour Featuring Richard Wright	0.716035209	1	David Gilmour Featuring Richard Wright.
1791	A02352	Seven Mary Three	0.653397489	1	Seven Mary Three.
1792	A02353	Irini Merkouri	0.396304067	1	Irini Merkouri.
1793	A02355	Johnny Pearson	0.421853164	1	Johnny Pearson.
1794	A02356	The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra	0.565482351	1	The Jets & The Sharks & Leonard Bernstein&The New York Philharmonic Orchestra.
1795	A02358	Alexis HK	0.629399857	1	Alexis HK.
1796	A02359	Tha Liks featuring King T	0.536655656	1	Tha Liks featuring King T.
1797	A02360	The Family Stand	0.513632303	1	The Family Stand.
1798	A02361	Buddy Johnson	0.382082405	1	Buddy Johnson.
1799	A02363	Peter Tosh	0.722733963	1	Peter Tosh.
1800	A02364	Blind Willie Johnson	0.607326982	1	Blind Willie Johnson.
1801	A02365	Onesidezero	0.596642396	1	Onesidezero.
1802	A02366	Fito Paez	0.657826886	1	Fito Paez.
1803	A02367	Wet Wet Wet	0.642280769	1	Wet Wet Wet.
1804	A02368	Lou Reid & Carolina	0.494771142	1	Lou Reid & Carolina.
1805	A02373	Chris Vickery	0.164853301	1	Chris Vickery.
1806	A02374	Riviera Regime	0.535555359	1	Riviera Regime.
1807	A02375	Kool Keith	0.639614201	1	Kool Keith.
1808	A02376	Kanye West / Adam Levine	0.877213746	1	Kanye West / Adam Levine.
1809	A02378	Lou Ann Barton	0.469747624	1	Lou Ann Barton.
1810	A02381	Alejandro Lerner	0.556750823	1	Alejandro Lerner.
1811	A02382	Cannon's Jug Stompers	0.487124953	1	Cannon's Jug Stompers.
1812	A02383	The Ghost Of Lemora	0.486957429	1	The Ghost Of Lemora.
1813	A02384	Robin Frederick	0.431707036	1	Robin Frederick.
1814	A02385	Y&T	0.597794859	1	Y&T.
1815	A02387	Rev. Timothy Wright	0.377190203	1	Rev. Timothy Wright.
1816	A02388	Earl Hooker	0.545348354	1	Earl Hooker.
1817	A02389	MichA"le Bernard	0.448892805	1	MichA"le Bernard.
1818	A02390	Billy Butler	0.518479125	1	Billy Butler.
1819	A02391	Usher	0.856448924	1	Usher.
1820	A02393	Yodi's	0.021666446	1	Yodi's.
1821	A02394	Shade Sheist / DJ Vice / DJ Echo / Damizza	0.553283911	1	Shade Sheist / DJ Vice / DJ Echo / Damizza.
1822	A02399	A Tribe Called Quest	0.770040695	1	A Tribe Called Quest.
1823	A02403	Cobra Killer	0.631741802	1	Cobra Killer.
1824	A02405	Nicholas	0.482952252	1	Nicholas.
1825	A02407	Tel Basta	0.245370723	1	Tel Basta.
1826	A02409	Teenage Fanclub	0.684894723	1	Teenage Fanclub.
1827	A02410	Epidemic	0.535655467	1	Epidemic.
1828	A02416	Deodato	0.506976844	1	Deodato.
1829	A02417	Jeff & Sheri Easter	0.535292736	1	Jeff & Sheri Easter.
1830	A02419	Kary Ng	0.372221927	1	Kary Ng.
1831	A02421	Malina	0.470753932	1	Malina.
1832	A02423	Steve Smith	0.579137536	1	Steve Smith.
1833	A02425	Cedric Gervais Featuring Caroline	0.631630608	1	Cedric Gervais Featuring Caroline.
1834	A02426	The King Sisters & Alvino Rey	0.416147176	1	The King Sisters & Alvino Rey.
1835	A02427	Suzi Quatro	0.627361447	1	Suzi Quatro.
1836	A02428	Humanzi	0.563922089	1	Humanzi.
1837	A02429	Gene Latter	0.061512494	1	Gene Latter.
1838	A02430	Billy May & His Orchestra	0.429693691	1	Billy May & His Orchestra.
1839	A02432	Kurupt_ Rosco_ Jayo Felony & 40 Glocc	0.632852017	1	Kurupt_ Rosco_ Jayo Felony & 40 Glocc.
1840	A02433	Christie Hennessy	0.413959942	1	Christie Hennessy.
1841	A02434	The Jeremy Spencer Band	0.520933079	1	The Jeremy Spencer Band.
1842	A02436	Candy Lo	0.484463044	1	Candy Lo.
1843	A02437	Flamin' Groovies	0.559317502	1	Flamin' Groovies.
1844	A02440	Roberto Roena	0.466427	1	Roberto Roena.
1845	A02441	Tum Tum [DJ Drop Mix]	0.59249498	1	Tum Tum [DJ Drop Mix].
1846	A02442	Rocio Jurado	0.501565375	1	Rocio Jurado.
1847	A02443	Salieri	0.495112229	1	Salieri.
1848	A02444	Royal S	0.495009788	1	Royal S.
1849	A02449	Buckwheat Zydeco	0.556083173	1	Buckwheat Zydeco.
1850	A02450	Charley Pride	0.580798778	1	Charley Pride.
1851	A02451	Louis Prima & Keely Smith	0.578998679	1	Louis Prima & Keely Smith.
1852	A02452	Yami Bolo	0.495502207	1	Yami Bolo.
1853	A02453	Killswitch Engage	0.887867146	1	Killswitch Engage.
1854	A02456	Crazy Girl	0.487066037	1	Crazy Girl.
1855	A02458	Memphis Jug Band	0.506126774	1	Memphis Jug Band.
1856	A02460	Juan Farcik	0.385430251	1	Juan Farcik.
1857	A02462	Saigon Kick	0.52875006	1	Saigon Kick.
1858	A02463	Nicho Hinojosa	0.53915621	1	Nicho Hinojosa.
1859	A02470	Incubus	0.899279599	1	Incubus.
1860	A02472	RamA3n Vargas;Vesselina Kasarova;Vladimir Jurowski	0.391741394	1	RamA3n Vargas;Vesselina Kasarova;Vladimir Jurowski.
1861	A02474	King Curtis with Jack Dupree	0.575674219	1	King Curtis with Jack Dupree.
1862	A02475	Omni	0.558281487	1	Omni.
1863	A02477	Orchestra e Coro del Palacio de Bellas Artes Di CittA! del Messico_ Oliviero De Fabritiis_ Maria Call	0.612858654	1	Orchestra e Coro del Palacio de Bellas Artes Di CittA! del Messico_ Oliviero De Fabritiis_ Maria Call.
1864	A02478	Giuseppi Logan	0.31557967	1	Giuseppi Logan.
1865	A02479	Radio Moscow	0.616566081	1	Radio Moscow.
1866	A02481	Alacranes Musical	0.744891287	1	Alacranes Musical.
1867	A02485	Tina Ann	0.524834599	1	Tina Ann.
1868	A02492	The Elders	0.557094505	1	The Elders.
1869	A02493	Stille Volk	0.565050138	1	Stille Volk.
1870	A02494	F-4	0.536808945	1	F-4.
1871	A02495	Doug MacLeod	0.467413844	1	Doug MacLeod.
1872	A02496	Jimmy Hughes	0.452249986	1	Jimmy Hughes.
1873	A02497	Emotion Code	0.314666669	1	Emotion Code.
1874	A02499	L7	0.64444361	1	L7.
1875	A02501	Bill Perry	0.483762732	1	Bill Perry.
1876	A02502	Billy Price_ Fred Chapellier	0.354904645	1	Billy Price_ Fred Chapellier.
1877	A02505	Corey / Shaquille O'Neal	0.696400519	1	Corey / Shaquille O'Neal.
1878	A02506	Hatebreed (int License)	0.832757431	1	Hatebreed (int License).
1879	A02507	Moments In Grace	0.560201912	1	Moments In Grace.
1880	A02508	Connie Smith	0.496794628	1	Connie Smith.
1881	A02509	Uphill Battle	0.46626221	1	Uphill Battle.
1882	A02510	Barbara Fairchild	0.428300267	1	Barbara Fairchild.
1883	A02512	Wilks featuring pee wee ellis	0.351182454	1	Wilks featuring pee wee ellis.
1884	A02514	Dave And Ansel Collins	0.529379509	1	Dave And Ansel Collins.
1885	A02516	DASOLA	0.557692617	1	DASOLA.
1886	A02518	Pascal Obispo	0.561272323	1	Pascal Obispo.
1887	A02519	Bob Sinclar	0.947327507	1	Bob Sinclar.
1888	A02521	Buddy Miles	0.596349854	1	Buddy Miles.
1889	A02523	Mau Mau	0.439907658	1	Mau Mau.
1890	A02528	Cocoa Tea	0.595645309	1	Cocoa Tea.
1891	A02530	Claw Hammer	0.401479593	1	Claw Hammer.
1892	A02531	Carlos Jimenez	0.503403789	1	Carlos Jimenez.
1893	A02533	Kashief Lindo	0.436685357	1	Kashief Lindo.
1894	A02534	The Almost	0.829851317	1	The Almost.
1895	A02535	Alas	0.529186614	1	Alas.
1896	A02536	Sofi Marinova	0.448530542	1	Sofi Marinova.
1897	A02537	Los Ninos De Sara	0.370454267	1	Los Ninos De Sara.
1898	A02538	The Gentle Good	0.492986719	1	The Gentle Good.
1899	A02539	Small Faces	0.582238344	1	Small Faces.
1900	A02543	Tom Collier	0.288350773	1	Tom Collier.
1901	A02544	Heavenly	0.587594371	1	Heavenly.
1902	A02546	Los Morros Del Norte	0.592740604	1	Los Morros Del Norte.
1903	A02547	Moon Mullican	0.386716175	1	Moon Mullican.
1904	A02549	Yuko Kanzaki	0.021082656	1	Yuko Kanzaki.
1905	A02550	Moonface	0.474860263	1	Moonface.
1906	A02551	30 Seconds To Mars	0.909324834	1	30 Seconds To Mars.
1907	A02553	Grace Gale	0.612200429	1	Grace Gale.
1908	A02554	King Tee	0.495738583	1	King Tee.
1909	A02562	Cauda Pavonis	0.502965075	1	Cauda Pavonis.
1910	A02564	Geddy Lee	0.509021261	1	Geddy Lee.
1911	A02565	Planetakis	0.508461668	1	Planetakis.
1912	A02566	Rick Ross	0.852569498	1	Rick Ross.
1913	A02568	The Fureys	0.466331054	1	The Fureys.
1914	A02569	Jim Jones / Max B	0.802925396	1	Jim Jones / Max B.
1915	A02570	Simply Red	0.731590593	1	Simply Red.
1916	A02571	Juana Molina	0.70366489	1	Juana Molina.
1917	A02576	Mothers Pride	0.572621944	1	Mothers Pride.
1918	A02577	Byzantine	0.596482482	1	Byzantine.
1919	A02578	Halfway to Gone	0.50710874	1	Halfway to Gone.
1920	A02581	Jacques Douai	0.313851152	1	Jacques Douai.
1921	A02582	The Steeles	0.437463586	1	The Steeles.
1922	A02584	Beherit	0.596184927	1	Beherit.
1923	A02586	Nick Colionne	0.563236431	1	Nick Colionne.
1924	A02587	SNAP!	0.71881021	1	SNAP!.
1925	A02591	Hermeto Pascoal	0.579273042	1	Hermeto Pascoal.
1926	A02598	Lauren Wood	0.491910771	1	Lauren Wood.
1927	A02599	Ray Pillow	0.267576321	1	Ray Pillow.
1928	A02600	Baby Bash	0.833893808	1	Baby Bash.
1929	A02601	Mariah Carey	0.846455128	1	Mariah Carey.
1930	A02602	Frankie J	0.761357312	1	Frankie J.
1931	A02604	Vangelis	0.772871995	1	Vangelis.
1932	A02606	Maria Bamford	0.59168036	1	Maria Bamford.
1933	A02607	Rubyhorse	0.547230938	1	Rubyhorse.
1934	A02609	Flora Purim	0.479755041	1	Flora Purim.
1935	A02613	Elizabeth Cotten	0.560215648	1	Elizabeth Cotten.
1936	A02615	Tommy McLain	0.343959015	1	Tommy McLain.
1937	A02617	David Lynch	0.56681391	1	David Lynch.
1938	A02619	Eluveitie	0.764566084	1	Eluveitie.
1939	A02620	Dark Party	0.506168491	1	Dark Party.
1940	A02621	Janet Jackson	0.88169473	1	Janet Jackson.
1941	A02623	Albin Myers	0.528563793	1	Albin Myers.
1942	A02624	Hot Live Guys	0.443957107	1	Hot Live Guys.
1943	A02625	Kanda Bongo Man	0.485827967	1	Kanda Bongo Man.
1944	A02626	MAom	0.713945881	1	MAom.
1945	A02627	Alex	0.640287557	1	Alex.
1946	A02632	Keb'Mo'	0.632130913	1	Keb'Mo'.
1947	A02634	Rachael Lampa	0.625582625	1	Rachael Lampa.
1948	A02636	David Zinman;Pittsburgh Symphony Orchestra	0.407997239	1	David Zinman;Pittsburgh Symphony Orchestra.
1949	A02639	Sofia Karlsson	0.566661658	1	Sofia Karlsson.
1950	A02641	Mystic Rhythms Band	0.396651638	1	Mystic Rhythms Band.
1951	A02642	Epitaph	0.708368204	1	Epitaph.
1952	A02643	Rodney O_ Joe Cooley	0.415784608	1	Rodney O_ Joe Cooley.
1953	A02647	Robert Palmer	0.755566398	1	Robert Palmer.
1954	A02648	Sigmatropic	0.497083116	1	Sigmatropic.
1955	A02649	Neon Blonde	0.610349426	1	Neon Blonde.
1956	A02650	Soul Ballet	0.493125957	1	Soul Ballet.
1957	A02651	Milk Inc.	0.652801355	1	Milk Inc..
1958	A02653	Mario Piu'	0.560195373	1	Mario Piu'.
1959	A02654	Joy Division	0.764287183	1	Joy Division.
1960	A02655	Bob Crosby	0.510928703	1	Bob Crosby.
1961	A02656	The Frantic	0.583873883	1	The Frantic.
1962	A02657	Ruffneck	0.447442092	1	Ruffneck.
1963	A02658	Devo	0.707839968	1	Devo.
1964	A02660	The Perrys	0.501337162	1	The Perrys.
1965	A02662	The Jets	0.565482351	1	The Jets.
1966	A02663	Dolce; Orange Factory	0.471577282	1	Dolce; Orange Factory.
1967	A02665	Tin Hat Trio	0.547801656	1	Tin Hat Trio.
1968	A02669	Venice	0.588959572	1	Venice.
1969	A02672	Smash Palace	0.473862997	1	Smash Palace.
1970	A02675	Dave Brockie Experience	0.484333758	1	Dave Brockie Experience.
1971	A02679	Bow Wow Wow	0.659139477	1	Bow Wow Wow.
1972	A02682	Ashton Shepherd	0.679395051	1	Ashton Shepherd.
1973	A02684	Lonnie Brooks	0.442196141	1	Lonnie Brooks.
1974	A02685	I Wayne	0.682067848	1	I Wayne.
1975	A02687	Jazzy B	0.612244817	1	Jazzy B.
1976	A02689	Coffinberry	0.458532594	1	Coffinberry.
1977	A02690	Janitor Joe	0.470012403	1	Janitor Joe.
1978	A02691	Young-Holt Unlimited	0.502245023	1	Young-Holt Unlimited.
1979	A02693	Brent Lamb	0.048852903	1	Brent Lamb.
1980	A02696	Vodka Collins	0.41178907	1	Vodka Collins.
1981	A02699	Brenda Boykin	0.440258822	1	Brenda Boykin.
1982	A02704	Faith Yang	0.374024633	1	Faith Yang.
1983	A02705	Roger Reynolds	0.31569241	1	Roger Reynolds.
1984	A02708	Jim Reeves	0.624252499	1	Jim Reeves.
1985	A02711	Ketty DB	0.251104742	1	Ketty DB.
1986	A02714	Gov't Mule	0.697174183	1	Gov't Mule.
1987	A02716	Sir Douglas Quintet	0.519686313	1	Sir Douglas Quintet.
1988	A02719	Bad Azz	0.552053803	1	Bad Azz.
1989	A02720	Kitty Wells	0.551477434	1	Kitty Wells.
1990	A02721	Defect & Quixotic	0.208373973	1	Defect & Quixotic.
1991	A02723	Rockin' Dopsie_ Jr.	0.279531683	1	Rockin' Dopsie_ Jr..
1992	A02725	She Satellites	0.063480796	1	She Satellites.
1993	A02726	Saman	0.767815064	1	Saman.
1994	A02727	Smart Alex	0.625186798	1	Smart Alex.
1995	A02731	AFS	0.476748648	1	AFS.
1996	A02734	Tsar	0.587515495	1	Tsar.
1997	A02737	Dave Valentin	0.498991673	1	Dave Valentin.
1998	A02739	Jimmy Burns	0.348920356	1	Jimmy Burns.
1999	A02740	Claire ElziA"re	0.498230072	1	Claire ElziA"re.
2000	A02742	Luke Vibert	0.632718261	1	Luke Vibert.
2001	A02743	Ice	0.649155774	1	Ice.
2002	A02744	Spiral Stairs	0.506734505	1	Spiral Stairs.
2003	A02745	Rea_ Chris	0.643182773	1	Rea_ Chris.
2004	A02750	Lifehouse	0.820072418	1	Lifehouse.
2005	A02752	Ricardo Arjona	0.630550568	1	Ricardo Arjona.
2006	A02753	Tyrone Wells	0.689793071	1	Tyrone Wells.
2007	A02755	John Sebastian	0.518743959	1	John Sebastian.
2008	A02758	Concretes	0.693258488	1	Concretes.
2009	A02759	Izzy Stradlin And The Ju Ju Hounds	0.489629327	1	Izzy Stradlin And The Ju Ju Hounds.
2010	A02760	Don Campbell	0.497655378	1	Don Campbell.
2011	A02762	Cotton Candy	0.559088469	1	Cotton Candy.
2012	A02763	Frank Marino & Mahogany Rush	0.477295629	1	Frank Marino & Mahogany Rush.
2013	A02764	John Wayne	0.496333302	1	John Wayne.
2014	A02765	The Incurables	0.45430156	1	The Incurables.
2015	A02766	Bert Kaempfert	0.541033427	1	Bert Kaempfert.
2016	A02767	H-Town	0.614275843	1	H-Town.
2017	A02768	Voyager Series	0.327675437	1	Voyager Series.
2018	A02769	JERRY WALLACE	0.428040041	1	JERRY WALLACE.
2019	A02770	Beenie Man Featuring Janet Jackson	0.729212274	1	Beenie Man Featuring Janet Jackson.
2020	A02772	Morgion	0.506114299	1	Morgion.
2021	A02774	Wild Horses	0.598643696	1	Wild Horses.
2022	A02778	Malefaction	0.39821877	1	Malefaction.
2023	A02779	Jope Ruonansuu	0.464362591	1	Jope Ruonansuu.
2024	A02781	Charlie Walker	0.536546302	1	Charlie Walker.
2025	A02782	Slum Village	0.674839436	1	Slum Village.
2026	A02786	Youves	0.520530444	1	Youves.
2027	A02789	Cats In Boots	0.384681057	1	Cats In Boots.
2028	A02790	Firehouse	0.65103938	1	Firehouse.
2029	A02791	The Panic Channel	0.607615491	1	The Panic Channel.
2030	A02794	Ismael DueA+-as	0.374938856	1	Ismael DueA+-as.
2031	A02795	The Galactic Heroes	0.432323768	1	The Galactic Heroes.
2032	A02796	FU-Schnickens	0.512687131	1	FU-Schnickens.
2033	A02799	AnanA(c)	0.498537927	1	AnanA(c).
2034	A02800	Rocker-T	0.517968446	1	Rocker-T.
2035	A02801	Ana Popovic	0.621616922	1	Ana Popovic.
2036	A02803	Baby D	0.620868048	1	Baby D.
2037	A02806	Lunasicc	0.450787195	1	Lunasicc.
2038	A02807	Juelz Santana / Bezel	0.822843255	1	Juelz Santana / Bezel.
2039	A02808	The Fontane Sisters	0.359559266	1	The Fontane Sisters.
2040	A02810	The Cure	0.81195304	1	The Cure.
2041	A02811	I Nuovi Angeli	0.53582261	1	I Nuovi Angeli.
2042	A02814	Joshua Rifkin	0.44492125	1	Joshua Rifkin.
2043	A02815	Art Blakey's Jazz Messengers	0.262896412	1	Art Blakey's Jazz Messengers.
2044	A02816	Paul Glazby	0.522490451	1	Paul Glazby.
2045	A02819	Patti Smith	0.737001277	1	Patti Smith.
2046	A02820	Saga	0.631336504	1	Saga.
2047	A02822	Vrse Murphy	0.439151375	1	Vrse Murphy.
2048	A02828	Luke Bryan	0.748536142	1	Luke Bryan.
2049	A02829	Thriller U	0.374041434	1	Thriller U.
2050	A02832	Lennie Tristano	0.514425773	1	Lennie Tristano.
2051	A02833	Dead Kennedys	0.737037558	1	Dead Kennedys.
2052	A02835	Twinkle Twinkle Little Rock Star	0.318141453	1	Twinkle Twinkle Little Rock Star.
2053	A02836	Cut Copy	0.769944259	1	Cut Copy.
2054	A02838	Salt The Wound	0.642030477	1	Salt The Wound.
2055	A02839	The Cars	0.789098032	1	The Cars.
2056	A02841	De La Soul / MF Doom	0.745625188	1	De La Soul / MF Doom.
2057	A02844	Mississippi Mass Choir	0.507784205	1	Mississippi Mass Choir.
2058	A02846	The Ruby Suns	0.639860429	1	The Ruby Suns.
2059	A02847	Schoolyard Heroes	0.616752865	1	Schoolyard Heroes.
2060	A02849	Mannheim Steamroller	0.705205403	1	Mannheim Steamroller.
2061	A02854	ColdWorld	0.537131259	1	ColdWorld.
2062	A02856	David Banner	0.806364125	1	David Banner.
2063	A02858	Paul Cantelon	0.470828036	1	Paul Cantelon.
2064	A02860	Richard Lloyd	0.399811279	1	Richard Lloyd.
2065	A02862	June Hutton	0.418055781	1	June Hutton.
2066	A02863	Rainbow	0.700635528	1	Rainbow.
2067	A02864	Marc Et Claude	0.602428206	1	Marc Et Claude.
2068	A02866	Pee Wee Crayton	0.439325211	1	Pee Wee Crayton.
2069	A02867	FlA$?skkvartetten / ThAY=strAPm	0.452042247	1	FlA$?skkvartetten / ThAY=strAPm.
2070	A02870	Ancient Astronauts	0.553914553	1	Ancient Astronauts.
2071	A02872	Symphony in Peril	0.610632338	1	Symphony in Peril.
2072	A02874	Greg Vaccariello	0.075124762	1	Greg Vaccariello.
2073	A02877	Mike Brooks	0.458204392	1	Mike Brooks.
2074	A02879	This Moment	0.546646504	1	This Moment.
2075	A02885	The Chi-Lites	0.607260129	1	The Chi-Lites.
2076	A02887	Jerry Lewis	0.474829407	1	Jerry Lewis.
2077	A02888	Stephen Marley / Damian Marley	0.724813068	1	Stephen Marley / Damian Marley.
2078	A02889	Charlie Khan	0.474712354	1	Charlie Khan.
2079	A02893	Steinski	0.545364353	1	Steinski.
2080	A02894	Chuck Wicks	0.769967819	1	Chuck Wicks.
2081	A02896	Lexi	0.431014963	1	Lexi.
2082	A02898	Tommy Sands	0.406801997	1	Tommy Sands.
2083	A02900	DJ Harry	0.487077751	1	DJ Harry.
2084	A02903	Diamanda Galas	0.598237133	1	Diamanda Galas.
2085	A02904	Black Eyed Peas / Terry Dexter	0.845601887	1	Black Eyed Peas / Terry Dexter.
2086	A02905	Beenie Man	0.729212274	1	Beenie Man.
2087	A02906	Be Bop Deluxe	0.537160563	1	Be Bop Deluxe.
2088	A02907	Rolfe Kent	0.549033905	1	Rolfe Kent.
2089	A02908	Nu Flavor	0.555884287	1	Nu Flavor.
2090	A02910	ISRAEL & NEW BREED	0.697113113	1	ISRAEL & NEW BREED.
2091	A02911	P.O.D.	0.859873312	1	P.O.D..
2092	A02913	Mystery	0.529386534	1	Mystery.
2093	A02915	Eko Fresh	0.689494765	1	Eko Fresh.
2094	A02916	Buju Banton	0.710374813	1	Buju Banton.
2095	A02920	Alvin YoungbloodA Hart	0.523653409	1	Alvin YoungbloodA Hart.
2096	A02921	Gene Chandler	0.570016703	1	Gene Chandler.
2097	A02925	Walter Jackson; Arranged & conducted by Riley Hampton	0.437193777	1	Walter Jackson; Arranged & conducted by Riley Hampton.
2098	A02926	J Bostron & Beretta	0.536679044	1	J Bostron & Beretta.
2099	A02927	Mark Ashley	0.49237718	1	Mark Ashley.
2100	A02928	Cindy Morgan	0.54474949	1	Cindy Morgan.
2101	A02930	Generation X	0.611180947	1	Generation X.
2102	A02932	Laidback Luke & Diplo	0.667849508	1	Laidback Luke & Diplo.
2103	A02936	The Edgar Broughton Band	0.524008172	1	The Edgar Broughton Band.
2104	A02937	Aleks Syntek	0.659251521	1	Aleks Syntek.
2105	A02938	Los Del Rio	0.447725075	1	Los Del Rio.
2106	A02939	Wes King	0.449231471	1	Wes King.
2107	A02940	Teijo Joutsela and Humppa-Veikot	0.047775081	1	Teijo Joutsela and Humppa-Veikot.
2108	A02942	Jefferson Starship	0.62812134	1	Jefferson Starship.
2109	A02943	Ronny Eriksson	0.322667185	1	Ronny Eriksson.
2110	A02944	John Mayall	0.626803106	1	John Mayall.
2111	A02947	Attack Attack	0.850430103	1	Attack Attack.
2112	A02949	Mighty Mighty Bosstones	0.699262056	1	Mighty Mighty Bosstones.
2113	A02951	The Booth Brothers	0.51598933	1	The Booth Brothers.
2114	A02952	Vivian Khor	0.362210325	1	Vivian Khor.
2115	A02953	Anne Dudley	0.543290243	1	Anne Dudley.
2116	A02954	The Mustangs	0.432136477	1	The Mustangs.
2117	A02957	Paul Simon	0.707059452	1	Paul Simon.
2118	A02959	Eberhard Weber	0.54559902	1	Eberhard Weber.
2119	A02960	Jimmy Herring	0.515034941	1	Jimmy Herring.
2120	A02961	The Continentals	0.442030513	1	The Continentals.
2121	A02962	Neil Diamond	0.817635146	1	Neil Diamond.
2122	A02963	The Chieftains;Colin James	0.662670207	1	The Chieftains;Colin James.
2123	A02965	Joe Turner_ Joe Houston_ L. C. Williams	0.473624124	1	Joe Turner_ Joe Houston_ L. C. Williams.
2124	A02966	J.B. Lenoir	0.520553746	1	J.B. Lenoir.
2125	A02967	Screaming Jay Hawkins	0.537587145	1	Screaming Jay Hawkins.
2126	A02973	The Ataris	0.82785377	1	The Ataris.
2127	A02974	Sharon Burch	0.438784795	1	Sharon Burch.
2128	A02978	Koffi OlomidA(c)	0.453444931	1	Koffi OlomidA(c).
2129	A02981	Svartthron	0.472834535	1	Svartthron.
2130	A02983	The Rongetz Foundation	0.447009091	1	The Rongetz Foundation.
2131	A02986	Bob Marley & The Wailers	0.778835827	1	Bob Marley & The Wailers.
2132	A02987	Claude FranASSois	0.554890899	1	Claude FranASSois.
2133	A02989	The Cate Brothers	0.29143326	1	The Cate Brothers.
2134	A02990	Tracy Byrd	0.692973745	1	Tracy Byrd.
2135	A02991	Jean Segurel	0.330992398	1	Jean Segurel.
2136	A02992	Fran Perea	0.525332914	1	Fran Perea.
2137	A02993	Maria Muldaur	0.586950622	1	Maria Muldaur.
2138	A02995	Mustafa Sandal	0.58913627	1	Mustafa Sandal.
2139	A02996	Johannes Linstead	0.57961456	1	Johannes Linstead.
2140	A02997	Dorothy Norwood	0.418282514	1	Dorothy Norwood.
2141	A02999	Fania All Stars	0.535655941	1	Fania All Stars.
2142	A03003	Big John Greer	0.362997347	1	Big John Greer.
2143	A03004	Jaguares	0.668204961	1	Jaguares.
2144	A03007	Carman featuring Commissioned & The Christ Church Choir	0.639723586	1	Carman featuring Commissioned & The Christ Church Choir.
2145	A03009	Raphael	0.55746022	1	Raphael.
